age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Child,Beginner,World War II,War,Medium,Challenge,What caused which countries were part of the allies??,USA UK USSR,1,12,No,1,Hard
Child,Beginner,French Revolution,Revolution,Hard,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,1,32,No,2,Hard
Adult,Beginner,French Revolution,Revolution,Hard,Challenge,Describe what document declared rights? briefly,Declaration of Rights,1,18,Yes,3,Hard
Teen,Beginner,World War II,War,Medium,Simulation,You are a leader during World War II. What would you do?,strategic decision,1,6,Yes,2,Hard
Teen,Advanced,World War II,War,Hard,Challenge,Describe which countries were part of the allies? briefly,USA UK USSR,0,34,Yes,3,Medium
Child,Beginner,World War II,War,Hard,Challenge,Describe when did world war ii begin? briefly,1939,0,6,Yes,1,Medium
Child,Advanced,Cold War,Politics,Medium,Challenge,What caused what was nato??,military alliance,1,21,No,2,Hard
Teen,Intermediate,Cold War,Politics,Hard,Challenge,Describe what was the cold war? briefly,ideological conflict,1,16,Yes,1,Hard
Teen,Advanced,French Revolution,Revolution,Medium,Challenge,Why is what was the reign of terror? important?,mass executions,1,5,Yes,1,Hard
Teen,Beginner,French Revolution,Revolution,Medium,Challenge,Explain what was the reign of terror?,mass executions,1,18,No,2,Hard
Child,Intermediate,Cold War,Politics,Hard,Quiz,What was NATO?,military alliance,0,13,Yes,3,Medium
Adult,Advanced,Cold War,Politics,Hard,Challenge,Describe who were the superpowers? briefly,USA USSR,1,12,No,2,Hard
Adult,Intermediate,Cold War,Politics,Hard,Challenge,Describe which wall divided berlin? briefly,Berlin Wall,1,9,No,3,Hard
Adult,Advanced,Industrial Revolution,Culture,Easy,Challenge,Describe what changed transportation? briefly,railways,1,21,No,2,Medium
Adult,Advanced,French Revolution,Revolution,Hard,Challenge,What were effects of what was the reign of terror??,mass executions,1,14,Yes,2,Hard
Child,Intermediate,Cold War,Politics,Hard,Challenge,Describe what was the cuban missile crisis? briefly,nuclear standoff,0,37,No,1,Medium
Child,Intermediate,Industrial Revolution,Culture,Medium,Challenge,Describe what industry grew rapidly? briefly,textiles,0,19,Yes,1,Easy
Child,Beginner,French Revolution,Revolution,Hard,Challenge,Explain what was the bastille?,prison,0,36,Yes,1,Medium
Adult,Intermediate,Cold War,Politics,Easy,Quiz,Which wall divided Berlin?,Berlin Wall,1,29,No,2,Medium
Teen,Beginner,Industrial Revolution,Culture,Hard,Challenge,What were effects of what industry grew rapidly??,textiles,1,28,Yes,3,Hard
Adult,Beginner,French Revolution,Revolution,Medium,Challenge,What were effects of when did the french revolution begin??,1789,0,9,No,3,Easy
Child,Advanced,French Revolution,Revolution,Hard,Challenge,Explain what was the bastille?,prison,1,11,Yes,3,Hard
Adult,Beginner,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,1,25,Yes,2,Medium
Adult,Intermediate,French Revolution,Revolution,Medium,Challenge,What were effects of what was the reign of terror??,mass executions,1,18,No,2,Hard
Adult,Beginner,World War II,War,Hard,Simulation,You are a leader during World War II. What would you do?,strategic decision,0,23,No,1,Medium
Adult,Beginner,Cold War,Politics,Hard,Challenge,Describe which wall divided berlin? briefly,Berlin Wall,0,34,No,1,Medium
Teen,Beginner,World War II,War,Hard,Challenge,Explain who was the leader of nazi germany?,Hitler,0,34,Yes,1,Medium
Child,Intermediate,French Revolution,Revolution,Easy,Challenge,Why is what was the bastille? important?,prison,1,27,No,3,Medium
Child,Advanced,Cold War,Politics,Hard,Challenge,Describe which wall divided berlin? briefly,Berlin Wall,1,26,No,3,Hard
Child,Beginner,Industrial Revolution,Culture,Hard,Challenge,Why is who invented steam engine? important?,James Watt,0,21,No,2,Medium
Child,Advanced,World War II,War,Hard,Challenge,Explain when did world war ii begin?,1939,0,18,No,1,Medium
Child,Advanced,Cold War,Politics,Easy,Challenge,Why is what was the cuban missile crisis? important?,nuclear standoff,1,15,Yes,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Challenge,What were effects of what industry grew rapidly??,textiles,1,30,No,1,Hard
Child,Beginner,Cold War,Politics,Medium,Challenge,Explain what was the cuban missile crisis?,nuclear standoff,0,21,Yes,1,Easy
Child,Intermediate,Cold War,Politics,Easy,Challenge,What were effects of which wall divided berlin??,Berlin Wall,1,38,No,3,Medium
Adult,Advanced,World War II,War,Medium,Challenge,Explain which countries were part of the allies?,USA UK USSR,0,22,Yes,1,Easy
Adult,Advanced,French Revolution,Revolution,Easy,Challenge,Describe when did the french revolution begin? briefly,1789,1,24,Yes,1,Medium
Child,Intermediate,Industrial Revolution,Culture,Medium,Challenge,Why is who invented steam engine? important?,James Watt,0,33,No,2,Easy
Adult,Intermediate,World War II,War,Medium,Challenge,Why is which countries were part of the allies? important?,USA UK USSR,1,37,Yes,3,Hard
Child,Advanced,French Revolution,Revolution,Hard,Challenge,What caused who was the king during the revolution??,Louis XVI,0,22,No,1,Medium
Child,Intermediate,French Revolution,Revolution,Hard,Quiz,What document declared rights?,Declaration of Rights,1,9,No,3,Hard
Teen,Intermediate,French Revolution,Revolution,Easy,Challenge,What caused who was the king during the revolution??,Louis XVI,1,7,Yes,1,Medium
Teen,Advanced,World War II,War,Easy,Challenge,Describe who was the leader of nazi germany? briefly,Hitler,1,23,Yes,1,Medium
Child,Beginner,Industrial Revolution,Culture,Hard,Challenge,What were effects of what changed transportation??,railways,1,5,No,2,Hard
Adult,Intermediate,World War II,War,Hard,Challenge,Explain when did world war ii begin?,1939,0,25,Yes,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Challenge,Describe what powered early factories? briefly,coal,1,25,Yes,2,Hard
Adult,Intermediate,Industrial Revolution,Culture,Medium,Challenge,What caused what changed transportation??,railways,1,39,No,2,Hard
Adult,Advanced,French Revolution,Revolution,Easy,Challenge,What caused who was the king during the revolution??,Louis XVI,1,21,Yes,1,Medium
Adult,Beginner,World War II,War,Easy,Challenge,Why is who was the leader of nazi germany? important?,Hitler,1,35,No,1,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Quiz,What powered early factories?,coal,1,32,Yes,2,Hard
Adult,Advanced,Cold War,Politics,Hard,Challenge,What were effects of what was nato??,military alliance,0,10,Yes,1,Medium
Child,Advanced,World War II,War,Easy,Challenge,Explain when did wwii end?,1945,1,27,No,3,Medium
Child,Advanced,Cold War,Politics,Hard,Challenge,What were effects of who were the superpowers??,USA USSR,0,38,No,3,Medium
Adult,Beginner,French Revolution,Revolution,Easy,Challenge,Why is what was the reign of terror? important?,mass executions,1,34,No,2,Medium
Adult,Advanced,Cold War,Politics,Hard,Challenge,What caused who were the superpowers??,USA USSR,1,9,Yes,2,Hard
Teen,Intermediate,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,1,32,No,1,Medium
Child,Beginner,French Revolution,Revolution,Easy,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,1,25,No,1,Medium
Teen,Intermediate,Cold War,Politics,Easy,Quiz,What was NATO?,military alliance,1,6,No,3,Medium
Child,Advanced,World War II,War,Medium,Challenge,What were effects of when did world war ii begin??,1939,1,31,No,2,Hard
Adult,Advanced,Industrial Revolution,Culture,Medium,Challenge,What were effects of who invented steam engine??,James Watt,1,26,No,2,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Challenge,Why is who invented steam engine? important?,James Watt,1,30,No,2,Hard
Child,Advanced,Cold War,Politics,Easy,Quiz,What was NATO?,military alliance,1,9,Yes,3,Medium
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,Describe what was the reign of terror? briefly,mass executions,0,21,No,2,Easy
Child,Intermediate,Cold War,Politics,Hard,Challenge,What caused which wall divided berlin??,Berlin Wall,1,9,No,3,Hard
Child,Beginner,Cold War,Politics,Medium,Challenge,Why is which wall divided berlin? important?,Berlin Wall,0,23,No,1,Easy
Teen,Beginner,Cold War,Politics,Easy,Challenge,Describe what was nato? briefly,military alliance,0,30,No,3,Easy
Teen,Beginner,French Revolution,Revolution,Hard,Challenge,Describe what was the bastille? briefly,prison,1,17,Yes,3,Hard
Teen,Beginner,Cold War,Politics,Medium,Challenge,What caused which wall divided berlin??,Berlin Wall,1,9,No,3,Hard
Adult,Intermediate,Industrial Revolution,Culture,Easy,Challenge,Describe what industry grew rapidly? briefly,textiles,1,24,Yes,1,Medium
Child,Beginner,Cold War,Politics,Easy,Challenge,What caused what was nato??,military alliance,1,36,Yes,2,Medium
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,Why is what was the bastille? important?,prison,1,27,No,2,Hard
Child,Beginner,Industrial Revolution,Culture,Easy,Challenge,Explain what powered early factories?,coal,1,14,Yes,2,Medium
Adult,Advanced,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,1,27,No,2,Medium
Teen,Beginner,Industrial Revolution,Culture,Hard,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,0,36,Yes,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Medium,Challenge,What caused what industry grew rapidly??,textiles,1,19,Yes,2,Hard
Adult,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Why is what changed transportation? important?,railways,0,6,Yes,3,Medium
Adult,Intermediate,Cold War,Politics,Medium,Simulation,You are a leader during Cold War. What would you do?,strategic decision,1,5,Yes,2,Hard
Adult,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Describe what changed transportation? briefly,railways,0,31,No,2,Medium
Adult,Advanced,Industrial Revolution,Culture,Easy,Challenge,Explain what industry grew rapidly?,textiles,1,39,No,3,Medium
Adult,Beginner,World War II,War,Medium,Challenge,Describe which countries were part of the allies? briefly,USA UK USSR,1,16,No,1,Hard
Teen,Advanced,French Revolution,Revolution,Medium,Challenge,What were effects of what document declared rights??,Declaration of Rights,0,31,No,3,Easy
Child,Advanced,Industrial Revolution,Culture,Easy,Challenge,What caused where did industrial revolution begin??,Britain,1,37,No,3,Medium
Teen,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Why is where did industrial revolution begin? important?,Britain,0,31,Yes,2,Medium
Adult,Beginner,French Revolution,Revolution,Easy,Challenge,Explain who was the king during the revolution?,Louis XVI,0,40,Yes,2,Easy
Teen,Beginner,Cold War,Politics,Medium,Simulation,You are a leader during Cold War. What would you do?,strategic decision,1,9,No,1,Hard
Teen,Beginner,Industrial Revolution,Culture,Easy,Challenge,Explain what changed transportation?,railways,0,30,Yes,2,Easy
Child,Intermediate,World War II,War,Hard,Challenge,What were effects of when did wwii end??,1945,1,22,No,2,Hard
Teen,Beginner,Cold War,Politics,Hard,Challenge,What were effects of who were the superpowers??,USA USSR,0,9,No,3,Medium
Adult,Intermediate,French Revolution,Revolution,Medium,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,1,6,Yes,1,Hard
Adult,Advanced,French Revolution,Revolution,Hard,Challenge,Describe when did the french revolution begin? briefly,1789,0,34,Yes,1,Medium
Teen,Intermediate,World War II,War,Easy,Challenge,Why is what event triggered us entry into wwii? important?,Pearl Harbor,1,8,No,2,Medium
Adult,Advanced,World War II,War,Medium,Challenge,Describe when did world war ii begin? briefly,1939,1,8,No,3,Hard
Child,Beginner,Industrial Revolution,Culture,Hard,Quiz,Who invented steam engine?,James Watt,0,37,Yes,1,Medium
Child,Advanced,French Revolution,Revolution,Easy,Challenge,What were effects of when did the french revolution begin??,1789,0,13,No,1,Easy
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,What were effects of where did industrial revolution begin??,Britain,1,14,Yes,2,Medium
Child,Advanced,French Revolution,Revolution,Easy,Challenge,What caused what was the reign of terror??,mass executions,1,6,Yes,1,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Challenge,What caused what changed transportation??,railways,1,12,No,2,Hard
Adult,Beginner,Cold War,Politics,Easy,Challenge,What were effects of what was nato??,military alliance,1,10,Yes,2,Medium
Teen,Intermediate,Cold War,Politics,Medium,Challenge,What were effects of what was nato??,military alliance,0,38,Yes,3,Easy
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,When did the French Revolution begin?,1789,1,13,No,1,Hard
Teen,Advanced,Cold War,Politics,Hard,Challenge,Describe which wall divided berlin? briefly,Berlin Wall,1,10,No,3,Hard
Teen,Beginner,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,0,11,Yes,1,Easy
Teen,Beginner,Cold War,Politics,Hard,Challenge,Explain what was nato?,military alliance,0,10,No,1,Medium
Child,Intermediate,Cold War,Politics,Easy,Challenge,Describe what was the cold war? briefly,ideological conflict,1,34,Yes,2,Medium
Child,Advanced,Cold War,Politics,Hard,Challenge,Describe what was the cuban missile crisis? briefly,nuclear standoff,1,26,No,2,Hard
Child,Intermediate,World War II,War,Easy,Quiz,When did World War II begin?,1939,1,32,Yes,3,Medium
Child,Beginner,Industrial Revolution,Culture,Easy,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,0,32,No,3,Easy
Teen,Beginner,French Revolution,Revolution,Medium,Challenge,What caused what document declared rights??,Declaration of Rights,0,33,No,2,Easy
Child,Advanced,World War II,War,Easy,Challenge,What were effects of who was the leader of nazi germany??,Hitler,1,24,No,3,Medium
Teen,Advanced,French Revolution,Revolution,Hard,Challenge,What were effects of what was the reign of terror??,mass executions,0,17,Yes,2,Medium
Child,Beginner,Industrial Revolution,Culture,Medium,Challenge,Explain who invented steam engine?,James Watt,0,26,No,2,Easy
Teen,Intermediate,World War II,War,Medium,Challenge,What were effects of which countries were part of the allies??,USA UK USSR,1,14,No,2,Hard
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,What were effects of who was the king during the revolution??,Louis XVI,1,33,Yes,3,Hard
Adult,Advanced,World War II,War,Medium,Quiz,Who was the leader of Nazi Germany?,Hitler,1,13,No,1,Hard
Teen,Beginner,Cold War,Politics,Medium,Challenge,Why is who were the superpowers? important?,USA USSR,0,8,No,1,Easy
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,What caused when did the french revolution begin??,1789,0,12,No,3,Medium
Adult,Intermediate,Cold War,Politics,Medium,Challenge,Describe what was the cold war? briefly,ideological conflict,1,35,Yes,3,Hard
Teen,Beginner,French Revolution,Revolution,Hard,Quiz,Who was the king during the revolution?,Louis XVI,0,39,Yes,2,Medium
Adult,Beginner,Industrial Revolution,Culture,Hard,Challenge,Describe who invented steam engine? briefly,James Watt,0,27,Yes,1,Medium
Child,Beginner,Industrial Revolution,Culture,Medium,Challenge,Why is where did industrial revolution begin? important?,Britain,1,13,Yes,1,Hard
Child,Beginner,Industrial Revolution,Culture,Easy,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,0,38,Yes,2,Easy
