age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Teen,Intermediate,World War II,War,Easy,Simulation,Why is World War II important? (ID-1057),strategic decision,1,40,Yes,2,Medium
Teen,Beginner,Cold War,Politics,Easy,Quiz,What caused Cold War? (ID-631),1776,1,20,Yes,2,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Simulation,Who were key figures in Indus Valley Civilization? (ID-346),strategic decision,1,22,Yes,3,Medium
Child,Advanced,Industrial Revolution,Culture,Easy,Simulation,How did Industrial Revolution influence society? (ID-1415),strategic decision,1,40,No,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Easy,Simulation,What was the outcome of Industrial Revolution? (ID-1412),strategic decision,1,40,No,3,Medium
Adult,Beginner,Ancient Egypt,Culture,Hard,Quiz,Explain the impact of Ancient Egypt (ID-184),1776,1,33,Yes,1,Hard
Teen,Beginner,World War I,War,Easy,Simulation,Explain the impact of World War I (ID-575),strategic decision,1,16,Yes,1,Medium
Teen,Beginner,Industrial Revolution,Culture,Easy,Simulation,What were the consequences of Industrial Revolution? (ID-130),strategic decision,1,12,Yes,3,Medium
Adult,Beginner,World War II,War,Easy,Quiz,Who were key figures in World War II? (ID-612),1789,1,16,Yes,3,Medium
Child,Beginner,World War I,War,Easy,Quiz,What caused World War I? (ID-1397),1789,0,36,Yes,2,Easy
Child,Beginner,World War II,War,Hard,Challenge,Who were key figures in World War II? (ID-325),historical explanation,0,17,Yes,1,Medium
Teen,Advanced,Ancient Egypt,Culture,Hard,Challenge,What role did leadership play in Ancient Egypt? (ID-1210),historical explanation,0,6,Yes,2,Medium
Teen,Advanced,Ancient Egypt,Culture,Medium,Simulation,Why is Ancient Egypt important? (ID-1201),strategic decision,1,39,Yes,2,Hard
Teen,Advanced,Roman Empire,Politics,Medium,Quiz,What were the consequences of Roman Empire? (ID-141),1776,1,7,Yes,1,Hard
Child,Intermediate,Indus Valley Civilization,Culture,Hard,Simulation,When did Indus Valley Civilization begin? (ID-393),strategic decision,1,8,Yes,1,Hard
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,Describe key events of French Revolution (ID-1113),1945,0,35,No,2,Medium
Adult,Beginner,World War I,War,Medium,Simulation,What caused World War I? (ID-707),strategic decision,0,31,No,3,Easy
Adult,Intermediate,American Revolution,Revolution,Easy,Simulation,What caused American Revolution? (ID-702),strategic decision,1,36,Yes,3,Medium
Child,Beginner,French Revolution,Revolution,Easy,Challenge,Describe key events of French Revolution (ID-1489),historical explanation,1,20,Yes,2,Medium
Teen,Advanced,World War I,War,Easy,Simulation,What were the consequences of World War I? (ID-613),strategic decision,1,6,Yes,3,Medium
Teen,Beginner,World War I,War,Easy,Quiz,Describe key events of World War I (ID-1073),1914,1,34,Yes,2,Medium
Teen,Advanced,Roman Empire,Politics,Hard,Challenge,When did Roman Empire begin? (ID-1212),historical explanation,1,40,Yes,3,Hard
Adult,Advanced,French Revolution,Revolution,Hard,Quiz,How did French Revolution influence society? (ID-1078),1939,0,36,Yes,3,Medium
Teen,Advanced,Roman Empire,Politics,Medium,Quiz,Explain the impact of Roman Empire (ID-656),1789,1,34,No,2,Hard
Adult,Beginner,Cold War,Politics,Easy,Quiz,What caused Cold War? (ID-803),1945,0,30,Yes,2,Easy
Adult,Intermediate,Ancient Egypt,Culture,Medium,Quiz,Who were key figures in Ancient Egypt? (ID-351),1945,0,36,No,3,Easy
Adult,Beginner,Industrial Revolution,Culture,Easy,Simulation,Explain the impact of Industrial Revolution (ID-1446),strategic decision,1,30,Yes,3,Medium
Child,Advanced,American Revolution,Revolution,Medium,Quiz,When did American Revolution begin? (ID-897),1945,1,8,No,3,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Easy,Quiz,What were the consequences of Indus Valley Civilization? (ID-183),1789,1,17,No,1,Medium
Teen,Advanced,Cold War,Politics,Medium,Quiz,Who were key figures in Cold War? (ID-1118),1945,0,11,No,2,Easy
Adult,Advanced,French Revolution,Revolution,Medium,Quiz,How did French Revolution influence society? (ID-1339),1945,0,38,No,3,Easy
Child,Intermediate,World War I,War,Medium,Simulation,What caused World War I? (ID-1173),strategic decision,1,17,No,2,Hard
Child,Intermediate,World War II,War,Hard,Quiz,What was the outcome of World War II? (ID-762),1776,1,23,Yes,3,Hard
Teen,Beginner,Cold War,Politics,Medium,Challenge,What were the consequences of Cold War? (ID-1431),historical explanation,0,9,Yes,3,Easy
Teen,Advanced,Indus Valley Civilization,Culture,Hard,Simulation,Explain the impact of Indus Valley Civilization (ID-888),strategic decision,0,24,Yes,2,Medium
Child,Beginner,World War II,War,Easy,Quiz,What was the outcome of World War II? (ID-1247),1776,0,20,Yes,2,Easy
Adult,Beginner,Indus Valley Civilization,Culture,Medium,Challenge,What were the consequences of Indus Valley Civilization? (ID-466),historical explanation,0,8,Yes,3,Easy
Teen,Advanced,American Revolution,Revolution,Hard,Simulation,Why is American Revolution important? (ID-544),strategic decision,1,36,Yes,3,Hard
Teen,Beginner,French Revolution,Revolution,Hard,Challenge,When did French Revolution begin? (ID-1171),historical explanation,0,21,No,1,Medium
Adult,Advanced,French Revolution,Revolution,Easy,Simulation,When did French Revolution begin? (ID-748),strategic decision,1,13,Yes,1,Medium
Adult,Beginner,Industrial Revolution,Culture,Easy,Simulation,What role did leadership play in Industrial Revolution? (ID-85),strategic decision,1,39,Yes,1,Medium
Child,Intermediate,World War I,War,Medium,Challenge,Explain the impact of World War I (ID-1334),historical explanation,1,30,No,3,Hard
Teen,Intermediate,French Revolution,Revolution,Easy,Challenge,What caused French Revolution? (ID-813),historical explanation,1,38,Yes,2,Medium
Adult,Beginner,Indus Valley Civilization,Culture,Easy,Simulation,Why is Indus Valley Civilization important? (ID-880),strategic decision,1,31,No,1,Medium
Adult,Intermediate,World War II,War,Medium,Challenge,How did World War II influence society? (ID-1017),historical explanation,1,17,No,3,Hard
Adult,Advanced,Roman Empire,Politics,Hard,Quiz,What was the outcome of Roman Empire? (ID-506),1939,1,22,Yes,3,Hard
Teen,Advanced,French Revolution,Revolution,Easy,Quiz,How did French Revolution influence society? (ID-1163),1945,1,37,Yes,1,Medium
Adult,Advanced,World War I,War,Hard,Simulation,What role did leadership play in World War I? (ID-411),strategic decision,1,12,No,1,Hard
Adult,Advanced,Ancient Egypt,Culture,Medium,Simulation,When did Ancient Egypt begin? (ID-978),strategic decision,1,24,Yes,3,Hard
Teen,Beginner,Cold War,Politics,Easy,Quiz,Why is Cold War important? (ID-843),1939,1,17,Yes,2,Medium
Child,Intermediate,Roman Empire,Politics,Hard,Challenge,Describe key events of Roman Empire (ID-557),historical explanation,0,27,Yes,2,Medium
Child,Intermediate,Roman Empire,Politics,Medium,Quiz,Describe key events of Roman Empire (ID-1039),1776,1,20,No,2,Hard
Adult,Intermediate,Cold War,Politics,Hard,Challenge,What caused Cold War? (ID-1060),historical explanation,1,23,No,3,Hard
Adult,Beginner,Ancient Egypt,Culture,Easy,Simulation,Who were key figures in Ancient Egypt? (ID-386),strategic decision,1,17,No,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Easy,Quiz,Who were key figures in Industrial Revolution? (ID-1054),1945,1,25,No,3,Medium
Child,Intermediate,American Revolution,Revolution,Hard,Challenge,Explain the impact of American Revolution (ID-55),historical explanation,1,36,Yes,3,Hard
Adult,Intermediate,French Revolution,Revolution,Medium,Challenge,What were the consequences of French Revolution? (ID-404),historical explanation,1,5,Yes,2,Hard
Adult,Intermediate,French Revolution,Revolution,Easy,Simulation,Why is French Revolution important? (ID-455),strategic decision,0,8,Yes,1,Easy
Teen,Advanced,World War I,War,Easy,Challenge,Describe key events of World War I (ID-806),historical explanation,1,34,No,2,Medium
Child,Intermediate,Ancient Egypt,Culture,Hard,Simulation,How did Ancient Egypt influence society? (ID-1087),strategic decision,0,31,No,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Medium,Quiz,Why is Industrial Revolution important? (ID-1405),1789,1,40,Yes,1,Hard
Teen,Intermediate,World War II,War,Medium,Challenge,Describe key events of World War II (ID-757),historical explanation,1,5,No,3,Hard
Adult,Intermediate,Industrial Revolution,Culture,Medium,Challenge,How did Industrial Revolution influence society? (ID-105),historical explanation,1,9,Yes,3,Hard
Adult,Advanced,World War I,War,Hard,Simulation,What caused World War I? (ID-707),strategic decision,1,28,No,2,Hard
Teen,Beginner,Ancient Egypt,Culture,Medium,Simulation,Explain the impact of Ancient Egypt (ID-1178),strategic decision,0,6,Yes,2,Easy
Teen,Advanced,Industrial Revolution,Culture,Hard,Quiz,Why is Industrial Revolution important? (ID-1405),1945,1,6,Yes,3,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Hard,Quiz,Explain the impact of Indus Valley Civilization (ID-487),1939,0,39,No,2,Medium
Teen,Intermediate,Cold War,Politics,Easy,Quiz,Who were key figures in Cold War? (ID-453),1945,1,19,Yes,1,Medium
Adult,Intermediate,Industrial Revolution,Culture,Easy,Simulation,Who were key figures in Industrial Revolution? (ID-819),strategic decision,0,40,No,1,Easy
Teen,Beginner,World War I,War,Easy,Challenge,How did World War I influence society? (ID-242),historical explanation,1,39,Yes,2,Medium
Child,Beginner,French Revolution,Revolution,Medium,Challenge,What role did leadership play in French Revolution? (ID-760),historical explanation,0,21,No,2,Easy
Teen,Intermediate,American Revolution,Revolution,Easy,Simulation,What role did leadership play in American Revolution? (ID-1029),strategic decision,1,8,Yes,1,Medium
Child,Beginner,World War I,War,Hard,Simulation,What were the consequences of World War I? (ID-313),strategic decision,1,40,No,1,Hard
Teen,Advanced,American Revolution,Revolution,Easy,Simulation,Explain the impact of American Revolution (ID-229),strategic decision,1,5,No,3,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Simulation,Who were key figures in Industrial Revolution? (ID-210),strategic decision,1,35,No,2,Medium
Teen,Beginner,Roman Empire,Politics,Medium,Simulation,Describe key events of Roman Empire (ID-908),strategic decision,0,29,Yes,2,Easy
Child,Intermediate,French Revolution,Revolution,Easy,Simulation,What was the outcome of French Revolution? (ID-1353),strategic decision,1,33,Yes,3,Medium
Child,Intermediate,World War I,War,Hard,Simulation,When did World War I begin? (ID-1485),strategic decision,1,5,No,2,Hard
Adult,Advanced,Indus Valley Civilization,Culture,Easy,Simulation,What was the outcome of Indus Valley Civilization? (ID-708),strategic decision,1,16,No,1,Medium
Teen,Beginner,Cold War,Politics,Easy,Simulation,Who were key figures in Cold War? (ID-896),strategic decision,1,33,No,2,Medium
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,Describe key events of French Revolution (ID-10),historical explanation,1,32,No,3,Hard
Child,Beginner,World War I,War,Easy,Simulation,Explain the impact of World War I (ID-1334),strategic decision,0,17,Yes,1,Easy
Child,Advanced,Roman Empire,Politics,Easy,Simulation,Why is Roman Empire important? (ID-722),strategic decision,1,35,No,1,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,Explain the impact of American Revolution (ID-35),historical explanation,1,34,Yes,1,Hard
Adult,Intermediate,Cold War,Politics,Medium,Quiz,When did Cold War begin? (ID-867),1939,0,12,No,2,Easy
Teen,Advanced,World War I,War,Medium,Challenge,Explain the impact of World War I (ID-1242),historical explanation,0,9,No,2,Easy
Adult,Advanced,Cold War,Politics,Hard,Simulation,Why is Cold War important? (ID-495),strategic decision,1,27,Yes,1,Hard
Teen,Beginner,Industrial Revolution,Culture,Hard,Challenge,Who were key figures in Industrial Revolution? (ID-1146),historical explanation,0,19,No,1,Medium
Child,Beginner,Cold War,Politics,Hard,Quiz,When did Cold War begin? (ID-681),1776,0,10,Yes,3,Medium
Child,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,Explain the impact of Indus Valley Civilization (ID-734),1789,0,11,Yes,1,Easy
Adult,Beginner,World War II,War,Hard,Challenge,What were the consequences of World War II? (ID-378),historical explanation,0,14,Yes,1,Medium
Adult,Advanced,World War II,War,Hard,Simulation,What was the outcome of World War II? (ID-168),strategic decision,1,27,Yes,1,Hard
Adult,Advanced,World War II,War,Hard,Quiz,Describe key events of World War II (ID-522),1789,1,7,Yes,3,Hard
Teen,Advanced,World War I,War,Easy,Simulation,How did World War I influence society? (ID-1375),strategic decision,1,17,Yes,1,Medium
Adult,Advanced,Cold War,Politics,Easy,Simulation,What role did leadership play in Cold War? (ID-985),strategic decision,1,19,Yes,2,Medium
Teen,Advanced,Ancient Egypt,Culture,Easy,Challenge,How did Ancient Egypt influence society? (ID-1381),historical explanation,1,30,Yes,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Hard,Quiz,Describe key events of Industrial Revolution (ID-238),1789,0,7,Yes,2,Medium
Teen,Advanced,Cold War,Politics,Medium,Simulation,What was the outcome of Cold War? (ID-299),strategic decision,1,30,No,2,Hard
Adult,Beginner,Ancient Egypt,Culture,Easy,Simulation,Why is Ancient Egypt important? (ID-599),strategic decision,1,19,Yes,3,Medium
Teen,Advanced,Ancient Egypt,Culture,Easy,Challenge,Who were key figures in Ancient Egypt? (ID-302),historical explanation,1,29,Yes,2,Medium
Teen,Beginner,Industrial Revolution,Culture,Medium,Quiz,Who were key figures in Industrial Revolution? (ID-427),1939,0,9,No,1,Easy
Teen,Beginner,Industrial Revolution,Culture,Hard,Challenge,What role did leadership play in Industrial Revolution? (ID-85),historical explanation,1,5,Yes,3,Hard
Teen,Beginner,American Revolution,Revolution,Hard,Quiz,What caused American Revolution? (ID-1422),1914,1,17,Yes,3,Hard
Teen,Intermediate,World War II,War,Easy,Simulation,What was the outcome of World War II? (ID-1024),strategic decision,0,13,Yes,2,Easy
Child,Beginner,World War I,War,Medium,Quiz,How did World War I influence society? (ID-948),1776,1,32,No,2,Hard
Adult,Advanced,French Revolution,Revolution,Hard,Simulation,Who were key figures in French Revolution? (ID-318),strategic decision,0,17,Yes,2,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Simulation,Describe key events of French Revolution (ID-595),strategic decision,1,13,Yes,1,Medium
Child,Advanced,World War II,War,Easy,Challenge,Explain the impact of World War II (ID-170),historical explanation,1,10,Yes,1,Medium
Teen,Advanced,Cold War,Politics,Easy,Challenge,When did Cold War begin? (ID-1215),historical explanation,1,39,Yes,1,Medium
Teen,Advanced,World War I,War,Hard,Quiz,What was the outcome of World War I? (ID-198),1914,0,29,Yes,3,Medium
Teen,Intermediate,Cold War,Politics,Medium,Challenge,How did Cold War influence society? (ID-979),historical explanation,0,10,No,1,Easy
Adult,Intermediate,World War II,War,Medium,Challenge,What caused World War II? (ID-1180),historical explanation,0,31,Yes,2,Easy
Adult,Beginner,Roman Empire,Politics,Medium,Challenge,Why is Roman Empire important? (ID-1177),historical explanation,0,32,No,2,Easy
Teen,Beginner,Cold War,Politics,Easy,Simulation,When did Cold War begin? (ID-278),strategic decision,1,31,Yes,3,Medium
Adult,Intermediate,American Revolution,Revolution,Easy,Quiz,What were the consequences of American Revolution? (ID-981),1776,1,17,Yes,3,Medium
Adult,Beginner,American Revolution,Revolution,Medium,Quiz,What was the outcome of American Revolution? (ID-956),1945,0,23,Yes,3,Easy
Child,Intermediate,Roman Empire,Politics,Medium,Quiz,When did Roman Empire begin? (ID-1212),1776,0,21,No,1,Easy
Child,Intermediate,Cold War,Politics,Medium,Challenge,Explain the impact of Cold War (ID-1307),historical explanation,0,34,No,3,Easy
Teen,Beginner,Roman Empire,Politics,Easy,Challenge,What was the outcome of Roman Empire? (ID-694),historical explanation,0,33,Yes,1,Easy
